freq,unit,isced11,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,PC_GDP,ED2,IS	1.09 	1.02 	1.08 	1.03 	0.95 	1.01 	1.07 	1.03 	1.15 
A,PC_GDP,ED2,IT	0.71 	0.70 	0.69 	0.71 	0.64 	0.67 	0.68 	0.69 	0.65 
A,PC_GDP,ED2,LT	1.28 	4.04 	1.13 	1.07 	1.09 	1.01 	1.00 	1.03 	1.15 
A,PC_GDP,ED2,LU	0.89 	0.80 	0.81 	0.75 	0.75 	0.74 	0.73 	0.76 	0.80 
A,PC_GDP,ED2,LV	0.90 	0.70 	0.75 	0.75 	0.70 	0.63 	0.60 	0.62 	0.64 
A,PC_GDP,ED2,MT	0.73 	0.76 	0.64 	0.70 	0.84 	0.76 	0.82 	0.79 	0.97 
A,PC_GDP,ED2,NL	1.28 	1.23 	1.18 	1.18 	1.16 	1.11 	1.09 	1.06 	1.09 
A,PC_GDP,ED2,NO	0.78 	0.79 	0.78 	0.85 	0.86 	0.82 	0.83 	0.87 	0.91 
A,PC_GDP,ED2,PL	0.80 	0.79 	0.76 	0.71 	0.69 	0.64 	0.68 	0.83 	0.99 
A,PC_GDP,ED2,PT	1.19 	1.23 	1.17 	1.09 	1.12 	1.13 	1.07 	1.05 	1.08 
A,PC_GDP,ED2,RO	0.49 	0.53 	0.64 	0.65 	0.60 	0.62 	0.66 	0.76 	0.76 
A,PC_GDP,ED2,RS	: 	1.96 	1.92 	1.80 	: 	1.68 d	: 	: 	: 
A,PC_GDP,ED2,SE	0.87 	0.83 	0.83 	0.83 	0.88 	0.90 	0.92 	0.90 	0.94 
A,PC_GDP,ED2,SI	0.86 	0.82 	0.80 	0.75 	0.74 	0.73 	0.76 	0.76 	0.76 
A,PC_GDP,ED2,SK	: 	0.90 	0.91 	0.87 	0.86 	0.89 	0.93 	1.01 	1.13 
A,PC_GDP,ED2,TR	1.03 	0.92 	0.80 	0.80 d	0.84 	0.76 	0.75 	0.86 	0.75 
A,PC_GDP,ED2,UK	0.98 	1.05 	0.98 	0.86 b	0.83 	0.85 	0.84 	0.86 	: 
A,PC_GDP,ED24,AT	1.25 	1.24 	1.21 	1.21 	1.20 	1.17 	1.10 	1.01 	1.13 
A,PC_GDP,ED24,BE	: d	: d	: d	: d	: d	: d	: d	: d	: dp
A,PC_GDP,ED24,BG	0.70 	0.79 	0.81 	0.77 	0.78 	0.80 	0.78 d	0.81 d	: d
A,PC_GDP,ED24,CH	1.04 	1.05 	1.01 	0.93 	0.91 	0.89 	0.84 	: 	0.90 
A,PC_GDP,ED24,CY	1.24 	1.25 	1.26 	1.23 	1.20 	1.10 	1.06 	1.06 	1.17 
A,PC_GDP,ED24,CZ	0.94 	0.88 	0.87 	0.87 	0.83 	0.92 	1.00 	1.14 	1.19 
A,PC_GDP,ED24,DE	1.24 	1.24 	1.22 	1.19 	1.17 	1.16 	1.18 	1.21 p	1.31 p
A,PC_GDP,ED24,DK	1.21 	: d	1.22 	: 	1.01 	1.00 	0.99 	0.97 	1.11 
A,PC_GDP,ED24,EE	0.74 	0.70 	0.59 	0.61 	0.61 	0.61 	0.66 	0.75 	0.82 
A,PC_GDP,ED24,EL	0.74 	0.73 	0.73 	0.73 	0.69 	0.67 p	0.73 	0.67 p	: 
A,PC_GDP,ED24,ES	0.81 	0.76 	0.75 	0.75 	0.74 	0.73 d	0.72 d	0.75 dp	: dp
A,PC_GDP,ED24,EU27_2020	1.02 d	: d	1.00 d	: 	: 	: 	0.88 d	0.90 d	: 
A,PC_GDP,ED24,EU28	: 	: 	: 	: 	: 	: 	0.86 d	0.88 d	: 
A,PC_GDP,ED24,FI	1.12 d	1.07 	1.09 	1.13 	1.11 	1.05 	1.06 	1.12 	1.15 
A,PC_GDP,ED24,FR	1.25 	1.24 	1.24 	1.22 	1.20 	1.20 	1.18 	1.17 p	1.26 
A,PC_GDP,ED24,HR	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,PC_GDP,ED24,HU	0.77 	0.63 	0.58 	0.66 	0.78 	0.65 	0.65 	0.74 	0.72 
A,PC_GDP,ED24,IE	1.04 d	0.89 	0.81 	0.63 	0.64 	: d	: d	: d	: d
A,PC_GDP,ED24,IS	1.09 	1.02 	1.08 	1.03 	0.95 	1.01 	1.07 	1.03 	1.15 
A,PC_GDP,ED24,IT	0.71 	0.69 	0.69 	0.70 	0.63 	0.67 	0.67 	0.68 	0.64 
A,PC_GDP,ED24,LT	1.25 	3.90 	1.09 	1.05 	1.06 	0.99 	0.98 	1.00 	1.12 
A,PC_GDP,ED24,LU	0.89 	0.80 	0.81 	0.75 	0.75 	0.74 	0.73 	0.76 	0.80 
A,PC_GDP,ED24,LV	0.89 	0.70 	0.74 	0.75 	0.70 	0.63 	0.60 	0.62 	0.64 
A,PC_GDP,ED24,MT	0.73 	0.75 	0.64 	0.69 	0.84 	0.76 	0.81 	0.78 	0.95 
A,PC_GDP,ED24,NL	0.82 	0.79 	0.76 	0.75 	0.74 	0.71 	0.69 	0.67 	0.70 
A,PC_GDP,ED24,NO	0.78 	0.79 	0.78 	0.85 	0.86 	0.82 	0.83 	0.87 	0.91 
A,PC_GDP,ED24,PL	0.80 	0.79 	0.76 	0.71 	0.69 	0.64 	0.68 	0.83 	0.99 
A,PC_GDP,ED24,PT	: d	: 	: d	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED24,RO	0.49 	0.53 	0.64 	0.65 	0.60 	0.62 	0.66 	0.76 	0.76 
A,PC_GDP,ED24,RS	: 	1.96 d	1.92 d	1.80 	: 	1.68 d	: 	: 	: 
A,PC_GDP,ED24,SE	: 	: d	: d	: d	: d	: d	0.92 	0.90 	0.94 
A,PC_GDP,ED24,SI	0.86 	0.82 	0.80 	0.75 	0.74 	0.73 	0.76 	0.76 	0.76 
A,PC_GDP,ED24,SK	: 	0.88 	0.89 	0.83 	0.82 	0.85 	0.88 	0.97 	1.09 
A,PC_GDP,ED24,TR	: d	: 	: 	0.80 d	0.84 	0.76 	0.75 	0.86 	0.75 
A,PC_GDP,ED24,UK	0.86 	0.90 	0.90 	0.70 b	0.72 	0.74 	0.77 	0.79 	: 
A,PC_GDP,ED25,AT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED25,BE	: d	: d	: d	: d	: d	: d	: d	: d	: dp
A,PC_GDP,ED25,BG	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: d	: d	: d
A,PC_GDP,ED25,CH	: z	: z	: z	: z	: z	: z	: z	: 	: z
A,PC_GDP,ED25,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED25,CZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.01 	0.01 	0.01 
A,PC_GDP,ED25,DE	: z	: z	: z	: z	: z	: z	: z	: dp	: dp
A,PC_GDP,ED25,DK	: z	: z	: z	: 	: z	: z	0.00 	0.00 	: z
A,PC_GDP,ED25,EE	: z	0.01 	0.01 	0.01 	0.02 	0.02 	0.02 	0.02 	0.02 
A,PC_GDP,ED25,EL	: z	: z	: z	: z	: z	: p	: z	: p	: 
A,PC_GDP,ED25,ES	: 	: dz	: dz	: dz	: d	: d	: d	: dp	: dp
A,PC_GDP,ED25,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED25,FR	: z	: z	: z	: z	: z	: z	: z	: p	: z
A,PC_GDP,ED25,HR	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,PC_GDP,ED25,HU	0.00 	0.00 	0.01 	0.02 	0.01 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED25,IE	: d	: z	: z	: z	: z	: d	: d	: d	: d
A,PC_GDP,ED25,IS	: dz	: dz	: z	: z	: dz	: z	: z	: z	: z
A,PC_GDP,ED25,IT	0.01 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED25,LI	: z	: z	: z	: z	: z	: z	: z	: z	: p
A,PC_GDP,ED25,LT	0.03 	0.14 	0.04 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 
A,PC_GDP,ED25,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED25,LV	0.01 	0.01 	0.01 	0.01 	0.00 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED25,MK	: 	: z	: 	: 	: 	: 	: 	: 	: 
A,PC_GDP,ED25,MT	0.01 	0.01 	0.01 	0.01 	0.00 	0.01 	0.01 	0.01 	0.02 
A,PC_GDP,ED25,NL	0.46 	0.44 	0.43 	0.43 	0.43 	0.41 	0.40 	0.38 	0.39 
A,PC_GDP,ED25,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED25,PL	: 	: d	: d	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED25,PT	: d	: 	: d	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED25,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED25,RS	: 	: z	: z	: z	: 	: z	: 	: 	: 
A,PC_GDP,ED25,SE	: 	: d	: d	: d	: d	: d	: z	: z	: z
A,PC_GDP,ED25,SI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED25,SK	: 	0.02 	0.03 	0.04 	0.03 	0.04 	0.04 	0.04 	0.04 
A,PC_GDP,ED25,TR	: d	: 	: 	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED25,UK	0.11 	0.15 	0.08 	0.16 b	0.11 	0.11 	0.08 	0.07 	: 
A,PC_GDP,ED3,AT	1.10 	1.06 	1.01 	1.00 	0.98 	0.94 	0.91 	0.83 	0.93 
A,PC_GDP,ED3,BE	1.86 d	1.90 d	1.87 d	1.85 d	1.79 d	1.76 	1.71 	1.67 d	1.80 dp
A,PC_GDP,ED3,BG	0.74 	0.79 	0.82 	0.76 	0.73 	0.73 	0.78 	0.82 	0.92 
A,PC_GDP,ED3,CH	: 	: 	0.91 d	0.91 d	0.90 d	0.89 d	0.82 	: 	0.85 d
A,PC_GDP,ED3,CY	1.43 	1.42 	1.43 	1.40 	1.37 	1.30 	1.27 	1.15 	1.26 
A,PC_GDP,ED3,CZ	1.03 	0.91 	0.86 	0.85 	0.79 	0.80 	0.90 	0.93 	0.99 
A,PC_GDP,ED3,DE	0.88 	0.86 	0.85 	0.83 	0.83 	0.82 	0.82 	0.82 dp	0.89 dp
A,PC_GDP,ED3,DK	1.65 	1.62 	1.84 	: 	1.18 	1.11 	1.08 	1.05 	1.11 
A,PC_GDP,ED3,EE	0.98 	0.71 	0.67 	0.73 	0.68 	0.68 	0.75 	0.62 	0.57 
A,PC_GDP,ED3,EL	0.81 	0.78 	0.74 	0.71 	0.71 	0.68 p	0.67 	0.62 p	: 
A,PC_GDP,ED3,ES	0.83 	0.84 d	0.83 d	0.83 d	0.84 d	0.83 d	0.82 d	0.84 dp	0.97 dp
A,PC_GDP,ED3,EU27_2020	1.04 d	1.03 d	1.03 d	0.99 d	: 	0.99 	1.01 	0.97 	1.03 d
A,PC_GDP,ED3,EU28	: 	: 	: 	: 	: 	1.01 	1.00 	0.97 	: 
A,PC_GDP,ED3,FI	: d	: d	1.59 	1.53 d	1.44 d	1.29 d	1.24 d	1.25 d	1.31 d
A,PC_GDP,ED3,FR	1.18 	1.17 	1.17 	1.15 	1.16 	1.15 	1.13 	1.11 p	1.15 
A,PC_GDP,ED3,HR	: 	: 	: 	: 	0.86 d	0.86 	0.85 	0.83 	0.95 
A,PC_GDP,ED3,HU	0.97 	0.82 	1.40 	1.08 	1.10 	1.07 	1.05 	0.83 	0.82 
A,PC_GDP,ED3,IE	1.02 	0.89 	0.83 	0.63 	0.68 	0.60 	0.58 	0.57 	0.57 
A,PC_GDP,ED3,IS	1.23 	1.15 	1.12 	1.16 	1.08 	1.07 	1.05 	1.06 	1.11 
A,PC_GDP,ED3,IT	1.04 	1.08 	1.04 	1.05 	1.09 d	1.16 d	1.37 d	1.13 d	1.24 d
A,PC_GDP,ED3,LT	0.63 	2.08 	0.56 	0.48 	0.46 	0.43 	0.41 	0.42 	0.47 
A,PC_GDP,ED3,LU	0.97 	0.85 	0.88 	0.83 	0.87 	0.84 	0.81 	0.84 	0.88 
A,PC_GDP,ED3,LV	1.28 	0.90 	0.90 	0.92 	0.87 	0.83 	0.80 	0.83 	0.87 
A,PC_GDP,ED3,MT	1.46 	1.46 	1.32 	1.30 	1.23 	1.09 	1.19 	1.09 	1.21 
A,PC_GDP,ED3,NL	1.11 	1.04 	1.04 	1.03 	1.05 	0.98 	1.05 	0.99 	1.03 
A,PC_GDP,ED3,NO	: d	0.00 d	1.29 	1.37 	1.41 	1.39 	1.35 	1.39 	1.46 
A,PC_GDP,ED3,PL	0.87 	0.83 	0.79 d	0.78 	0.76 	0.72 	0.68 	0.72 	0.82 
A,PC_GDP,ED3,PT	1.06 d	1.09 d	0.99 d	0.99 d	0.99 d	1.09 d	0.98 	1.05 d	1.07 d
A,PC_GDP,ED3,RO	0.58 	0.59 	0.64 	0.63 	0.57 	0.63 	0.65 	0.73 	0.73 
A,PC_GDP,ED3,RS	: 	0.99 d	0.97 d	0.87 	: 	0.80 d	: 	: 	: 
A,PC_GDP,ED3,SE	1.42 	1.32 	1.28 	1.22 	1.22 	1.22 	1.28 	1.26 	1.32 
A,PC_GDP,ED3,SI	: d	1.04 	0.97 	0.95 	0.92 	0.92 	0.92 	0.91 	0.97 
A,PC_GDP,ED3,SK	: 	0.85 	0.86 	0.90 	0.79 	0.81 	0.79 	0.84 	0.95 
A,PC_GDP,ED3,TR	0.81 	0.75 	0.79 	0.82 d	1.06 	1.05 	1.06 	1.11 	1.01 
A,PC_GDP,ED3,UK	1.49 	1.38 	1.43 	1.28 b	1.22 	1.14 	0.97 	1.00 	: 
A,PC_GDP,ED34,AT	0.37 	0.35 	0.33 	0.33 	0.33 	0.32 	0.30 	0.27 	0.31 
A,PC_GDP,ED34,BE	0.75 d	0.75 d	0.75 d	0.72 d	0.70 d	0.71 	0.70 	0.68 d	0.73 dp
A,PC_GDP,ED34,BG	0.31 	0.34 	0.36 	0.35 	0.34 	0.34 	0.35 	0.37 	0.40 
A,PC_GDP,ED34,CH	: 	: 	0.36 d	0.36 d	0.36 d	0.35 d	0.33 	: 	0.34 d
A,PC_GDP,ED34,CY	1.11 	1.11 	1.10 	1.07 	1.06 	1.00 	0.99 	0.87 	0.96 
A,PC_GDP,ED34,CZ	0.23 	0.20 	0.19 	0.20 	0.19 	0.20 	0.22 	0.23 	0.26 
A,PC_GDP,ED34,DE	0.44 	0.43 	0.43 	0.42 	0.42 	0.41 	0.41 	0.41 p	0.44 p
A,PC_GDP,ED34,DK	1.65 	: d	: d	: 	0.72 	0.70 	0.70 	0.66 	0.67 
A,PC_GDP,ED34,EE	0.60 	0.36 	0.37 	0.41 	0.38 	0.36 	0.41 	0.25 	0.26 
A,PC_GDP,ED34,EL	0.46 	0.45 	0.44 	0.43 	0.43 	0.42 p	0.41 	0.38 p	: 
A,PC_GDP,ED34,ES	0.49 	0.51 	0.49 	0.50 	0.50 	0.50 	0.48 	0.49 p	0.57 p
A,PC_GDP,ED34,FI	0.41 d	0.39 	0.39 	0.40 	0.38 	0.36 	0.35 	0.35 	0.38 
A,PC_GDP,ED34,FR	0.72 	0.72 	0.72 	0.72 	0.73 	0.73 	0.73 	0.72 p	0.76 
A,PC_GDP,ED34,HR	: 	: 	: 	: 	: d	0.86 	0.85 	0.83 d	: d
A,PC_GDP,ED34,HU	0.70 	0.62 	1.09 	0.72 	0.71 	0.68 	0.63 	0.43 	0.38 
A,PC_GDP,ED34,IE	: d	0.89 	0.83 	0.63 	: d	: d	: d	: d	: d
A,PC_GDP,ED34,IS	0.73 	0.67 	0.65 	0.68 	0.66 	0.73 	0.72 	0.71 	0.73 
A,PC_GDP,ED34,IT	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED34,LT	0.40 	1.27 	0.35 	0.35 	0.34 	0.32 	0.29 	0.28 	0.31 
A,PC_GDP,ED34,LU	0.33 	0.36 	0.30 	0.28 	0.30 	0.30 	0.28 	0.30 	0.31 
A,PC_GDP,ED34,LV	0.76 	0.55 	0.54 	0.56 	0.52 	0.47 	0.42 	0.44 	0.46 
A,PC_GDP,ED34,MT	1.11 	1.08 	0.96 	0.87 	1.01 	0.88 	0.92 	0.86 	0.96 
A,PC_GDP,ED34,NL	0.32 	0.30 	0.29 	0.29 	0.29 	0.29 	0.30 	0.30 	0.31 
A,PC_GDP,ED34,NO	: d	: d	0.62 	0.69 	0.71 	0.71 	0.62 	0.62 	0.64 
A,PC_GDP,ED34,PL	0.35 	0.33 	0.31 	0.29 	0.28 	0.27 	0.25 	0.28 	0.32 
A,PC_GDP,ED34,PT	: d	: 	: d	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED34,RO	0.57 	0.57 	0.62 	0.61 	0.55 	0.58 	0.60 	0.67 	0.34 
A,PC_GDP,ED34,RS	: 	0.22 d	0.22 d	0.20 	: 	0.18 d	: 	: 	: 
A,PC_GDP,ED34,SE	0.59 	0.55 	0.53 	0.51 	0.70 	0.69 	0.73 	0.71 	0.72 
A,PC_GDP,ED34,SI	: d	0.45 	0.43 	: d	: d	: d	0.33 	0.32 	0.33 
A,PC_GDP,ED34,SK	: 	0.23 	0.22 	0.27 	0.24 	0.25 	0.25 	0.26 	0.29 
A,PC_GDP,ED34,TR	0.35 	0.33 	0.32 	0.31 d	0.41 	0.40 	0.39 	0.43 	0.39 
A,PC_GDP,ED34,UK	0.95 	0.95 	0.98 	0.76 b	0.68 	0.69 	0.67 	0.69 	: 
A,PC_GDP,ED34_44,AT	0.37 	0.35 	0.33 	0.33 	0.33 	0.32 	0.30 	0.29 	0.31 
A,PC_GDP,ED34_44,BE	0.75 	0.75 	0.75 	0.72 	0.70 	0.71 	0.70 	0.68 	0.73 p
A,PC_GDP,ED34_44,BG	0.31 	0.34 	0.36 	0.35 	0.34 	0.34 	0.35 	0.37 	0.40 
A,PC_GDP,ED34_44,CH	0.37 	0.37 	0.36 	0.36 	0.36 	0.35 	0.33 	: 	0.34 
A,PC_GDP,ED34_44,CY	1.11 	1.11 	1.10 	1.07 	1.06 	1.00 	0.99 	0.87 	0.96 
A,PC_GDP,ED34_44,CZ	0.23 	0.21 	0.20 	0.21 	0.19 	0.20 	0.22 	0.23 	0.26 
A,PC_GDP,ED34_44,DE	0.48 	0.47 	0.46 	0.46 	0.45 	0.44 	0.43 	0.44 p	0.47 p
A,PC_GDP,ED34_44,DK	1.65 	: d	: d	: 	0.72 	0.70 	0.70 	0.66 	0.67 
A,PC_GDP,ED34_44,EE	0.60 	0.36 	0.37 	0.41 	0.38 	0.36 	0.41 	0.25 	0.26 
A,PC_GDP,ED34_44,EL	0.46 	0.45 	0.44 	0.43 	0.43 	0.42 p	0.41 	0.38 p	: 
A,PC_GDP,ED34_44,ES	0.49 	0.51 	0.49 	0.50 	0.50 	0.50 	0.48 	0.49 p	0.57 p
A,PC_GDP,ED34_44,FI	0.41 	0.39 	0.39 	0.40 	0.38 	0.36 	0.35 	0.35 	0.38 
A,PC_GDP,ED34_44,FR	0.72 	0.72 	0.72 	0.72 	0.73 	0.73 	0.73 	0.72 p	0.76 
A,PC_GDP,ED34_44,HR	: 	: 	: 	: 	: d	0.86 	0.85 	0.83 d	: d
A,PC_GDP,ED34_44,HU	0.70 	0.62 	1.09 	0.72 	0.71 	0.68 	0.63 	0.43 	0.38 
A,PC_GDP,ED34_44,IE	: d	0.89 	0.83 	0.63 	: d	: d	: d	: d	: d
A,PC_GDP,ED34_44,IS	0.73 	0.67 	0.65 	0.68 	0.66 	0.73 	0.72 	0.71 	0.73 
A,PC_GDP,ED34_44,IT	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED34_44,LT	0.40 	1.27 	0.35 	0.35 	0.34 	0.32 	0.29 	0.28 	0.31 
A,PC_GDP,ED34_44,LU	0.33 	0.36 	0.30 	0.28 	0.30 	0.30 	0.28 	0.30 	0.31 
A,PC_GDP,ED34_44,LV	0.76 	0.55 	0.54 	0.56 	0.52 	0.47 	0.42 	0.44 	0.46 
A,PC_GDP,ED34_44,MT	1.11 	1.18 	0.97 	0.87 	1.01 	0.89 	0.93 	0.87 	0.96 
A,PC_GDP,ED34_44,NL	0.32 	0.30 	0.29 	0.29 	0.29 	0.29 	0.30 	0.30 	0.31 
A,PC_GDP,ED34_44,NO	: d	: d	0.62 	0.69 	0.71 	0.71 	0.62 	0.62 	0.64 
A,PC_GDP,ED34_44,PL	0.35 	0.33 	0.31 	0.29 	0.28 	0.27 	0.25 	0.28 	0.32 
A,PC_GDP,ED34_44,PT	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED34_44,RO	0.57 	0.57 	0.62 	0.61 	0.55 	0.58 	0.60 	0.67 	0.34 
A,PC_GDP,ED34_44,RS	: 	0.22 	0.22 	0.20 	: 	0.18 d	: 	: 	: 
A,PC_GDP,ED34_44,SE	0.61 	0.56 	0.55 	0.52 	0.71 	0.70 	0.75 	0.73 	0.76 
A,PC_GDP,ED34_44,SI	0.60 	0.45 	0.43 	: d	: 	: d	0.33 	0.32 	0.33 
A,PC_GDP,ED34_44,SK	: 	0.23 	0.22 	0.27 	0.24 	0.25 	0.25 	0.26 	0.29 
A,PC_GDP,ED34_44,TR	0.35 	0.33 	0.32 	0.31 d	0.41 	0.40 	0.39 	0.43 	0.39 
A,PC_GDP,ED34_44,UK	0.95 	0.95 	0.98 	0.76 b	0.68 	0.69 	0.67 	0.69 	: 
A,PC_GDP,ED35,AT	0.73 	0.71 	0.68 	0.66 	0.65 	0.63 	0.61 	0.56 	0.62 
A,PC_GDP,ED35,BE	1.11 d	1.15 d	1.13 d	1.13 d	1.09 d	1.05 	1.01 	0.99 d	1.07 dp
A,PC_GDP,ED35,BG	0.43 	0.45 	0.46 	0.41 	0.39 	0.39 	0.43 	0.45 	0.52 
A,PC_GDP,ED35,CH	: 	: 	0.55 d	0.54 d	0.55 d	0.54 d	0.49 	: 	0.51 d
A,PC_GDP,ED35,CY	0.31 	0.31 d	0.32 d	0.33 d	0.32 	0.30 	0.29 	0.28 	0.30 
A,PC_GDP,ED35,CZ	0.80 	0.71 	0.67 	0.65 	0.60 	0.61 	0.68 	0.70 	0.72 
A,PC_GDP,ED35,DE	0.45 	0.43 	0.42 	0.41 	0.41 	0.41 	0.42 	0.41 dp	0.45 dp
A,PC_GDP,ED35,DK	0.00 	: d	: d	: 	0.45 	0.41 	0.39 	0.39 	0.44 
A,PC_GDP,ED35,EE	0.38 	0.35 	0.30 	0.32 	0.30 	0.31 	0.34 	0.37 	0.31 
A,PC_GDP,ED35,EL	0.35 	0.34 	0.30 	0.28 	0.29 	0.26 p	0.26 	0.25 p	: 
A,PC_GDP,ED35,ES	0.34 d	0.33 d	0.34 d	0.33 d	0.33 d	0.33 d	0.34 d	0.35 dp	0.40 dp
A,PC_GDP,ED35,FI	: d	: d	1.20 d	1.13 d	1.06 d	0.93 d	0.90 d	0.90 d	0.93 d
A,PC_GDP,ED35,FR	0.46 	0.45 	0.45 	0.44 	0.43 	0.42 	0.41 	0.39 p	0.39 
A,PC_GDP,ED35,HR	: 	: 	: 	: 	0.86 d	: d	: d	: d	: d
A,PC_GDP,ED35,HU	0.28 	0.20 	0.31 	0.36 	0.38 	0.39 	0.42 	0.40 	0.44 
A,PC_GDP,ED35,IE	: d	: z	: z	: z	: d	: d	: d	: d	: d
A,PC_GDP,ED35,IS	0.50 	0.47 	0.47 	0.48 	0.42 	0.34 	0.33 	0.34 	0.38 
A,PC_GDP,ED35,IT	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED35,LI	: z	: z	: z	: z	: z	: z	: z	: z	: p
A,PC_GDP,ED35,LT	0.24 	0.81 	0.21 	0.13 	0.12 	0.11 	0.11 	0.14 	0.16 
A,PC_GDP,ED35,LU	0.63 	0.49 	0.58 	0.55 	0.57 	0.55 	0.52 	0.55 	0.57 
A,PC_GDP,ED35,LV	0.52 	0.35 	0.36 	0.36 	0.35 	0.36 	0.38 	0.38 	0.41 
A,PC_GDP,ED35,MT	0.35 	0.39 	0.37 	0.44 	0.22 	0.20 	0.27 	0.23 	0.25 
A,PC_GDP,ED35,NL	0.80 	0.74 	0.76 	0.74 	0.76 	0.69 	0.76 	0.69 	0.72 
A,PC_GDP,ED35,NO	: d	: d	0.67 	0.68 	0.70 	0.69 	0.74 	0.77 	0.82 
A,PC_GDP,ED35,PL	0.51 	0.50 	0.48 d	0.48 	0.47 	0.45 	0.42 	0.44 	0.50 
A,PC_GDP,ED35,PT	: d	: 	: d	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED35,RO	0.02 	0.02 	0.01 	0.02 	0.02 	0.05 	0.05 	0.06 	0.39 
A,PC_GDP,ED35,RS	: 	0.76 d	0.75 d	0.68 	: 	0.62 d	: 	: 	: 
A,PC_GDP,ED35,SE	0.83 	0.77 	0.75 	0.71 	0.52 	0.53 	0.55 	0.56 	0.59 
A,PC_GDP,ED35,SI	: d	0.59 	0.53 	: d	: d	: d	0.60 	0.59 	0.64 
A,PC_GDP,ED35,SK	: 	0.62 	0.63 	0.63 	0.54 	0.56 	0.54 	0.58 	0.66 
A,PC_GDP,ED35,TR	0.45 	0.42 	0.48 	0.51 d	0.65 	0.65 	0.67 	0.68 	0.61 
A,PC_GDP,ED35,UK	0.53 	0.42 	0.45 	0.52 b	0.54 	0.44 	0.30 	0.31 	: 
A,PC_GDP,ED35_45,AT	0.75 	0.73 	0.70 	0.68 	0.67 	0.64 	0.62 	0.57 	0.63 
A,PC_GDP,ED35_45,BE	1.11 	1.15 	1.13 	1.13 	1.09 	1.05 	1.01 	0.99 	1.07 p
A,PC_GDP,ED35_45,BG	0.44 	0.46 	0.47 	0.42 	0.39 	0.40 	0.43 	0.45 	0.52 
A,PC_GDP,ED35_45,CH	0.56 	0.55 	0.55 	0.54 	0.55 	0.54 	0.49 	: 	0.51 
