freq,unit,isced11,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,PC_GDP,ED35_45,CY	0.31 	0.31 	0.32 	0.33 	0.32 	0.30 	0.29 	0.28 	0.30 
A,PC_GDP,ED35_45,CZ	0.80 	0.71 	0.68 	0.65 	0.60 	0.61 	0.68 	0.70 	0.73 
A,PC_GDP,ED35_45,DE	0.58 	0.56 	0.55 	0.54 	0.53 	0.54 	0.54 	0.54 dp	0.59 dp
A,PC_GDP,ED35_45,DK	0.00 	: d	: d	: 	0.45 	0.41 	0.39 	0.39 	0.44 
A,PC_GDP,ED35_45,EE	0.63 	0.56 	0.50 	0.51 	0.44 	0.44 	0.43 	0.45 	0.38 
A,PC_GDP,ED35_45,EL	0.36 d	0.34 	0.31 	0.31 d	0.31 	0.27 p	0.28 	0.26 p	: 
A,PC_GDP,ED35_45,ES	0.34 	0.33 	0.34 	0.33 	0.33 	0.33 	0.34 	0.35 p	0.40 p
A,PC_GDP,ED35_45,FI	1.30 	1.24 	1.20 	1.13 	1.06 	0.93 	0.90 	0.90 	0.93 
A,PC_GDP,ED35_45,FR	0.48 	0.47 	0.46 	0.45 	0.45 	0.44 	0.42 	0.41 p	0.41 
A,PC_GDP,ED35_45,HR	: 	: 	: 	: 	0.86 d	: d	: d	: z	: d
A,PC_GDP,ED35_45,HU	0.38 	0.31 	0.56 	0.66 	0.66 	0.67 	0.66 	0.53 	0.57 
A,PC_GDP,ED35_45,IE	: d	0.36 	0.36 	0.17 	: d	: d	: d	: d	: d
A,PC_GDP,ED35_45,IS	0.56 	0.53 	0.53 	0.54 	0.48 	0.40 	0.40 	0.41 	0.45 
A,PC_GDP,ED35_45,IT	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED35_45,LI	: z	: z	: z	: z	: z	: z	: z	: z	: p
A,PC_GDP,ED35_45,LT	0.38 	1.44 	0.37 	0.26 	0.25 	0.23 	0.23 	0.24 	0.27 
A,PC_GDP,ED35_45,LU	0.64 	0.49 	0.58 	0.56 	0.57 	0.55 	0.53 	0.55 	0.57 
A,PC_GDP,ED35_45,LV	0.58 	0.40 	0.43 	0.43 	0.43 	0.43 	0.45 	0.44 	0.47 
A,PC_GDP,ED35_45,MT	0.35 	0.39 	0.37 	0.44 	0.22 	0.20 	0.27 	0.23 	0.25 
A,PC_GDP,ED35_45,NL	0.80 	0.74 	0.76 	0.74 	0.76 	0.69 	0.76 	0.69 	0.72 
A,PC_GDP,ED35_45,NO	: d	0.00 d	0.69 	0.72 	0.74 	0.72 	0.77 	0.80 	0.87 
A,PC_GDP,ED35_45,PL	0.55 	0.53 	0.51 d	0.50 	0.49 	0.47 	0.46 	0.48 	0.53 
A,PC_GDP,ED35_45,PT	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED35_45,RO	0.04 	0.05 	0.04 	0.05 	0.05 	0.08 	0.09 	0.09 	0.42 
A,PC_GDP,ED35_45,RS	: 	0.76 	0.75 	0.68 	: 	0.62 d	: 	: 	: 
A,PC_GDP,ED35_45,SE	0.85 	0.80 	0.78 	0.74 	0.54 	0.56 	0.58 	0.59 	0.63 
A,PC_GDP,ED35_45,SI	0.47 	0.59 	0.53 	: d	: 	: d	0.60 	0.59 	0.64 
A,PC_GDP,ED35_45,SK	: 	0.67 	0.68 	0.67 	0.58 	0.59 	0.58 	0.62 	0.70 
A,PC_GDP,ED35_45,TR	0.45 	0.42 	0.48 	0.51 d	0.65 	0.65 	0.67 	0.68 	0.61 
A,PC_GDP,ED35_45,UK	0.53 	0.42 	0.45 	0.52 b	0.54 	0.44 	0.30 	0.31 	: 
A,PC_GDP,ED3_4,AT	1.12 	1.08 	1.03 	1.02 	0.99 	0.96 	0.93 	0.86 	0.95 
A,PC_GDP,ED3_4,BE	1.86 	1.90 	1.87 	1.85 	1.79 	1.76 	1.71 	1.67 	1.80 p
A,PC_GDP,ED3_4,BG	0.74 	0.80 	0.83 	0.76 	0.73 	0.74 	0.78 	0.82 	0.92 
A,PC_GDP,ED3_4,CH	: 	0.92 	0.91 	0.91 	0.90 	0.89 	0.82 	: 	0.85 
A,PC_GDP,ED3_4,CY	1.43 	1.42 	1.43 	1.40 	1.37 	1.30 	1.27 	1.15 	1.26 
A,PC_GDP,ED3_4,CZ	1.03 	0.92 	0.87 	0.85 	0.79 	0.80 	0.91 	0.93 	0.99 
A,PC_GDP,ED3_4,DE	1.06 	1.04 	1.01 	0.99 	0.98 	0.98 	0.98 	0.97 dp	1.05 dp
A,PC_GDP,ED3_4,DK	1.65 	1.62 	1.84 	: 	1.18 	1.11 	1.08 	1.05 	1.11 
A,PC_GDP,ED3_4,EE	1.23 	0.93 	0.87 	0.92 	0.82 	0.81 	0.84 	0.70 	0.64 
A,PC_GDP,ED3_4,EL	0.82 d	0.79 	0.76 d	0.73 d	0.73 	0.69 p	0.69 	0.64 p	: 
A,PC_GDP,ED3_4,ES	0.83 	0.84 	0.83 	0.83 	0.84 	0.83 	0.82 	0.84 p	0.97 p
A,PC_GDP,ED3_4,EU27_2020	: d	1.11 d	1.10 d	1.06 d	: 	1.04 	1.06 	1.02 	1.08 d
A,PC_GDP,ED3_4,EU28	: 	: 	: 	: 	: 	1.06 	1.05 	1.01 	: 
A,PC_GDP,ED3_4,FI	1.71 	1.63 	1.59 	1.53 	1.44 	1.29 	1.24 	1.25 	1.31 
A,PC_GDP,ED3_4,FR	1.20 	1.19 	1.19 	1.17 	1.18 	1.17 	1.15 	1.13 p	1.17 
A,PC_GDP,ED3_4,HR	: 	: 	: 	: 	0.86 d	0.86 	0.85 	0.83 	0.95 
A,PC_GDP,ED3_4,HU	1.08 	0.93 	1.65 	1.38 	1.37 	1.35 	1.29 	0.96 	0.95 
A,PC_GDP,ED3_4,IE	1.42 	1.25 	1.19 	0.80 	0.84 	0.70 	0.67 	0.66 	0.66 
A,PC_GDP,ED3_4,IS	1.29 	1.20 	1.18 	1.22 	1.14 	1.13 	1.12 	1.12 	1.19 
A,PC_GDP,ED3_4,IT	1.16 	1.18 	1.13 	1.13 	1.09 	1.16 	1.37 	1.13 	1.24 
A,PC_GDP,ED3_4,LT	0.78 	2.71 	0.72 	0.60 	0.59 	0.55 	0.52 	0.52 	0.58 
A,PC_GDP,ED3_4,LU	0.97 	0.85 	0.88 	0.83 	0.87 	0.84 	0.81 	0.84 	0.88 
A,PC_GDP,ED3_4,LV	1.34 	0.95 	0.97 	0.99 	0.95 	0.90 	0.87 	0.88 	0.93 
A,PC_GDP,ED3_4,MT	1.47 	1.57 	1.33 	1.31 	1.24 	1.09 	1.20 	1.10 	1.22 
A,PC_GDP,ED3_4,NL	1.11 	1.04 	1.04 	1.03 	1.05 	0.98 	1.05 	0.99 	1.03 
A,PC_GDP,ED3_4,NO	1.45 	1.35 d	1.31 	1.40 	1.45 	1.43 	1.39 	1.43 	1.51 
A,PC_GDP,ED3_4,PL	0.90 	0.86 	0.82 d	0.79 	0.78 	0.73 	0.71 	0.76 	0.85 
A,PC_GDP,ED3_4,PT	1.06 d	1.09 	0.99 	0.99 	0.99 	1.09 	0.98 	1.05 	1.07 
A,PC_GDP,ED3_4,RO	0.60 	0.62 	0.67 	0.66 	0.60 	0.66 	0.68 	0.76 	0.76 
A,PC_GDP,ED3_4,RS	: 	0.99 	0.97 	0.87 	: 	0.80 d	: 	: 	: 
A,PC_GDP,ED3_4,SE	1.47 	1.36 	1.32 	1.27 	1.27 	1.27 	1.33 	1.32 	1.39 
A,PC_GDP,ED3_4,SI	1.07 	1.04 	0.97 	0.95 	0.92 	0.92 	0.92 	0.91 	0.97 
A,PC_GDP,ED3_4,SK	: 	0.90 	0.91 	0.94 	0.83 	0.84 	0.83 	0.88 	0.99 
A,PC_GDP,ED3_4,TR	0.81 	0.75 	0.79 	0.82 d	1.06 	1.05 	1.06 	1.11 	1.01 
A,PC_GDP,ED3_4,UK	1.49 	1.38 	1.43 	1.28 b	1.22 	1.14 	0.97 	1.00 	: 
A,PC_GDP,ED4,AT	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.01 	0.01 
A,PC_GDP,ED4,BE	: d	: d	: d	: d	: d	: d	: d	: d	: dp
A,PC_GDP,ED4,BG	0.00 	0.01 	0.00 	0.00 	0.00 	0.01 	0.00 	0.00 	0.00 
A,PC_GDP,ED4,CH	: 	: 	: d	: d	: d	: d	: d	: 	: d
A,PC_GDP,ED4,CY	0.00 	0.00 	0.00 	0.00 	0.00 	: z	: z	: z	: z
A,PC_GDP,ED4,CZ	0.01 	0.01 	0.01 	0.01 	0.01 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED4,DE	0.17 	0.18 	0.17 	0.16 	0.15 	0.15 	0.15 	0.15 p	0.17 p
A,PC_GDP,ED4,DK	: z	: z	: z	: 	: z	: z	: z	: z	: z
A,PC_GDP,ED4,EE	0.25 	0.21 	0.20 	0.19 	0.14 	0.13 	0.09 	0.08 	0.07 
A,PC_GDP,ED4,EL	0.01 d	0.01 	0.01 d	0.02 d	0.02 	0.01 p	0.02 	0.01 p	: 
A,PC_GDP,ED4,ES	: d	: d	: d	: d	: d	: d	: d	: dp	: dp
A,PC_GDP,ED4,FI	: 	: d	0.00 	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED4,FR	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 p	0.02 
A,PC_GDP,ED4,HR	: z	: z	: z	: z	: z	: d	: z	: z	: z
A,PC_GDP,ED4,HU	0.10 	0.11 	0.25 	0.30 	0.28 	0.28 	0.24 	0.13 	0.13 
A,PC_GDP,ED4,IE	0.40 	0.36 	0.36 	0.17 	0.16 	0.09 	0.09 	0.08 	0.09 
A,PC_GDP,ED4,IS	0.06 	0.05 	0.05 	0.05 	0.06 	0.06 	0.06 	0.06 	0.07 
A,PC_GDP,ED4,IT	0.12 	0.10 	0.10 	0.08 	: d	: d	: d	: d	: d
A,PC_GDP,ED4,LI	: z	: z	: z	: z	: z	: z	: z	: z	: p
A,PC_GDP,ED4,LT	0.15 	0.63 	0.16 	0.13 	0.13 	0.12 	0.12 	0.10 	0.11 
A,PC_GDP,ED4,LU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED4,LV	0.06 	0.05 	0.07 	0.07 	0.07 	0.07 	0.07 	0.06 	0.06 
A,PC_GDP,ED4,MT	0.01 	0.10 	0.01 	0.01 	0.01 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED4,NL	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED4,NO	: d	: d	0.02 	0.03 	0.03 	0.04 	0.04 	0.04 	0.05 
A,PC_GDP,ED4,PL	0.04 	0.03 	0.03 	0.02 	0.02 	0.02 	0.04 	0.03 	0.03 
A,PC_GDP,ED4,PT	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED4,RO	0.02 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 
A,PC_GDP,ED4,RS	: 	: d	: d	0.00 	: 	0.00 d	: 	: 	: 
A,PC_GDP,ED4,SE	0.05 	0.04 	0.04 	0.04 	0.04 	0.04 	0.05 	0.05 	0.07 
A,PC_GDP,ED4,SI	: 	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED4,SK	: 	0.05 	0.05 	0.04 	0.04 	0.03 	0.03 	0.04 	0.04 
A,PC_GDP,ED4,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED4,UK	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,PC_GDP,ED44,AT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,BE	: d	: d	: d	: d	: d	: d	: d	: d	: dp
A,PC_GDP,ED44,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,CH	: 	: 	: d	: d	: d	: d	: d	: 	: d
A,PC_GDP,ED44,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,CZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED44,DE	0.04 	0.04 	0.04 	0.03 	0.03 	0.03 	0.03 	0.03 p	0.03 p
A,PC_GDP,ED44,DK	: z	: z	: z	: 	: z	: z	: z	: z	: z
A,PC_GDP,ED44,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,EL	: z	: z	: z	: z	: z	: p	: z	: p	: 
A,PC_GDP,ED44,ES	: z	: z	: z	: z	: z	: z	: z	: p	: p
A,PC_GDP,ED44,EU27_2020	0.01 d	0.01 d	0.01 d	0.01 d	: 	0.01 d	0.01 d	0.01 d	0.01 d
A,PC_GDP,ED44,EU28	: 	: 	: 	: 	: 	0.01 d	0.01 d	0.01 d	: 
A,PC_GDP,ED44,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,FR	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 p	0.00 
A,PC_GDP,ED44,HR	: z	: z	: z	: z	: z	: d	: z	: z	: z
A,PC_GDP,ED44,HU	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,IS	: z	: dz	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,IT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,LI	: z	: z	: z	: z	: z	: z	: z	: z	: p
A,PC_GDP,ED44,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,MT	0.01 	0.10 	0.01 	0.01 	0.01 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED44,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,PL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,PT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,RS	: 	: d	: d	0.00 	: 	0.00 d	: 	: 	: 
A,PC_GDP,ED44,SE	0.02 	0.01 	0.01 	0.01 	0.01 	0.01 	0.03 	0.02 	0.03 
A,PC_GDP,ED44,SI	: d	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,SK	: 	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED44,UK	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,PC_GDP,ED45,AT	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.01 	0.01 
A,PC_GDP,ED45,BE	: d	: d	: d	: d	: d	: d	: d	: d	: dp
A,PC_GDP,ED45,BG	0.00 	0.01 	0.00 	0.00 	0.00 	0.01 	0.00 	0.00 	0.00 
A,PC_GDP,ED45,CH	: 	: 	: d	: d	: d	: d	: d	: 	: d
A,PC_GDP,ED45,CY	0.00 	: d	: d	: d	: d	: z	: z	: z	: z
A,PC_GDP,ED45,CZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED45,DE	0.13 	0.14 	0.13 	0.12 	0.12 	0.12 	0.13 	0.13 p	0.14 p
A,PC_GDP,ED45,DK	: z	: z	: z	: 	: z	: z	: z	: z	: z
A,PC_GDP,ED45,EE	0.25 	0.21 	0.20 	0.19 	0.14 	0.13 	0.09 	0.08 	0.07 
A,PC_GDP,ED45,EL	0.01 d	0.01 	0.01 d	0.02 d	0.02 	0.01 p	0.02 	0.01 p	: 
A,PC_GDP,ED45,ES	: 	: d	: d	: d	: d	: d	: d	: dp	: dp
A,PC_GDP,ED45,FI	: 	: d	0.00 d	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED45,FR	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.01 p	0.01 
A,PC_GDP,ED45,HR	: z	: z	: z	: z	: z	: d	: z	: z	: z
A,PC_GDP,ED45,HU	0.10 	0.11 	0.25 	0.30 	0.28 	0.28 	0.24 	0.13 	0.13 
A,PC_GDP,ED45,IE	0.40 	0.36 	0.36 	0.17 	0.16 	0.09 	0.09 	0.08 	0.09 
A,PC_GDP,ED45,IS	0.06 	0.05 	0.05 	0.05 	0.06 	0.06 	0.06 	0.06 	0.07 
A,PC_GDP,ED45,IT	0.12 	0.10 	0.10 	0.08 	: d	: d	: d	: d	: d
A,PC_GDP,ED45,LI	: z	: z	: z	: z	: z	: z	: z	: z	: p
A,PC_GDP,ED45,LT	0.15 	0.63 	0.16 	0.13 	0.13 	0.12 	0.12 	0.10 	0.11 
A,PC_GDP,ED45,LU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED45,LV	0.06 	0.05 	0.07 	0.07 	0.07 	0.07 	0.07 	0.06 	0.06 
A,PC_GDP,ED45,MT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED45,NL	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,PC_GDP,ED45,NO	: d	: d	0.02 	0.03 	0.03 	0.04 	0.04 	0.04 	0.05 
A,PC_GDP,ED45,PL	0.04 	0.03 	0.03 	0.02 	0.02 	0.02 	0.04 	0.03 	0.03 
A,PC_GDP,ED45,PT	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,PC_GDP,ED45,RO	0.02 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 
A,PC_GDP,ED45,RS	: 	: d	: d	0.00 	: 	: d	: 	: 	: 
A,PC_GDP,ED45,SE	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.04 
A,PC_GDP,ED45,SI	: d	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED45,SK	: 	0.05 	0.05 	0.04 	0.04 	0.03 	0.03 	0.04 	0.04 
A,PC_GDP,ED45,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PC_GDP,ED45,UK	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,PC_GDP,ED5-8,AT	1.89 	1.80 	1.79 	1.80 	1.78 	1.71 	1.70 	1.56 	1.86 
A,PC_GDP,ED5-8,BE	1.43 	1.50 	1.49 	1.45 	1.44 	1.47 	1.49 	1.53 	1.62 p
A,PC_GDP,ED5-8,BG	0.66 	0.65 	0.70 	0.65 	0.59 	0.81 	0.76 	0.80 	0.83 
A,PC_GDP,ED5-8,CH	: 	1.32 	1.34 	1.36 	1.33 	1.36 	1.29 	: 	1.41 
A,PC_GDP,ED5-8,CY	1.07 	1.15 	1.08 	1.14 	1.05 	1.16 	0.95 	0.89 	0.91 
A,PC_GDP,ED5-8,CZ	1.05 	0.88 	0.80 	0.77 	0.70 	0.70 	0.92 	0.93 	0.86 
A,PC_GDP,ED5-8,DE	1.28 	1.27 	1.27 	1.25 	1.26 	1.25 	1.27 	1.28 p	1.39 p
A,PC_GDP,ED5-8,DK	: 	2.28 	2.35 	: 	2.63 	2.39 	2.35 	2.31 	2.43 
A,PC_GDP,ED5-8,EE	1.03 	1.37 	1.51 	1.42 	1.40 	1.13 	1.18 	1.09 	1.13 
A,PC_GDP,ED5-8,EL	0.75 d	0.66 d	0.65 d	0.73 d	: 	0.62 p	0.67 	0.70 p	: 
A,PC_GDP,ED5-8,ES	1.02 	0.97 	0.96 	0.96 	0.92 	0.93 	0.92 	0.94 p	1.08 p
A,PC_GDP,ED5-8,EU27_2020	1.23 d	1.24 d	1.24 d	1.18 d	: 	1.18 	1.19 	1.19 	1.27 d
A,PC_GDP,ED5-8,EU28	: 	: 	: 	: 	: 	1.20 	1.22 	1.22 	: 
A,PC_GDP,ED5-8,FI	: 	2.01 	2.00 	1.89 	1.83 	1.66 	1.54 	1.51 	1.59 
A,PC_GDP,ED5-8,FR	1.24 	1.24 d	1.25 	1.25 	1.22 	1.23 	1.23 	1.21 p	1.28 
A,PC_GDP,ED5-8,HR	: 	: 	: 	: d	0.81 d	0.86 	0.86 	0.86 	0.97 
A,PC_GDP,ED5-8,HU	0.82 	0.90 	0.77 	0.66 	0.76 	0.82 	0.81 	0.74 	0.76 
A,PC_GDP,ED5-8,IE	1.32 	1.14 	1.03 	0.88 	0.72 	0.97 	0.91 	0.86 	0.84 
A,PC_GDP,ED5-8,IS	1.60 	1.50 d	1.49 	1.47 	1.49 	1.36 	1.23 	1.28 	1.47 
A,PC_GDP,ED5-8,IT	0.79 	0.81 	0.80 	0.76 	0.73 	0.75 	0.77 	0.78 	0.88 
A,PC_GDP,ED5-8,LI	: d	: d	: d	: d	: d	: 	: 	: 	: 
A,PC_GDP,ED5-8,LT	1.40 	4.58 	1.33 	1.18 	0.82 	0.75 	0.79 	0.80 	0.93 
A,PC_GDP,ED5-8,LU	0.45 	: 	0.51 	0.51 	0.48 	0.46 	0.41 	0.45 	0.46 
A,PC_GDP,ED5-8,LV	1.36 	0.96 	1.13 	1.18 	0.76 	0.69 	0.74 	0.82 	0.85 
A,PC_GDP,ED5-8,MT	1.66 	1.75 	1.67 	1.55 	1.37 	1.21 	1.28 	1.33 	1.49 
A,PC_GDP,ED5-8,NL	1.70 	1.62 	1.69 	1.63 	1.75 	1.59 	1.71 	1.61 	1.68 
A,PC_GDP,ED5-8,NO	1.98 d	1.91 	2.19 	1.96 	2.13 	2.11 	2.08 	2.15 	2.31 
A,PC_GDP,ED5-8,PL	1.15 	1.21 	1.18 	1.22 	1.06 	1.08 	1.06 	1.10 	1.14 
A,PC_GDP,ED5-8,PT	: 	0.90 	0.91 d	0.90 d	0.81 	0.80 	0.78 	0.79 	0.87 
A,PC_GDP,ED5-8,RO	0.78 	0.72 	0.68 	0.66 	0.71 	0.72 	0.75 	0.81 	0.81 
A,PC_GDP,ED5-8,RS	: 	1.28 	1.26 	1.16 	: 	1.11 d	: 	: 	: 
A,PC_GDP,ED5-8,SE	2.01 	1.96 	1.94 	1.89 	1.85 	1.79 	1.79 	1.78 	1.88 
A,PC_GDP,ED5-8,SI	1.23 	1.13 	1.05 	0.98 	0.95 	0.95 	1.01 	1.02 	1.16 
A,PC_GDP,ED5-8,SK	: 	0.97 	0.97 	1.39 	0.83 	0.79 	0.76 	0.78 	0.90 
A,PC_GDP,ED5-8,TR	: d	1.53 	1.55 	1.48 d	1.67 	1.59 	1.49 	1.34 	1.26 
A,PC_GDP,ED5-8,UK	: 	1.45 	1.34 	1.38 b	1.39 	1.44 	1.44 	1.44 	: 
A,PC_GDP,ED9,AT	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,PC_GDP,ED9,BE	0.14 	0.13 	0.13 	0.12 	0.13 	: 	: 	: 	: 
A,PC_GDP,ED9,BG	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 
A,PC_GDP,ED9,CH	0.08 	0.09 	0.09 	0.09 	0.09 	: 	: 	: 	: 
A,PC_GDP,ED9,CY	0.00 	: z	0.00 	0.00 	: 	: 	: 	: 	: 
A,PC_GDP,ED9,CZ	0.16 	0.14 	0.16 	2.00 	2.03 	: 	: 	: 	: 
A,PC_GDP,ED9,DE	0.08 	0.08 	0.08 	0.07 	0.08 	: 	: 	: 	: 
A,PC_GDP,ED9,DK	0.17 	0.17 	0.16 	: 	: 	: 	: 	: 	: 
A,PC_GDP,ED9,EE	0.02 	: z	: z	: z	: z	: 	: 	: 	: 
A,PC_GDP,ED9,EL	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,PC_GDP,ED9,ES	0.00 	0.00 	0.00 	0.00 	: z	: 	: 	: 	: 
A,PC_GDP,ED9,EU27_2020	0.04 d	0.04 d	0.04 d	0.06 d	: 	: 	: 	: 	: 
A,PC_GDP,ED9,FI	0.00 	: z	: z	: z	: z	: 	: 	: 	: 
A,PC_GDP,ED9,FR	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,PC_GDP,ED9,HR	0.01 	0.20 	0.21 	: 	: 	: 	: 	: 	: 
A,PC_GDP,ED9,HU	0.22 	0.24 	0.26 	0.33 	0.21 	: 	: 	: 	: 
A,PC_GDP,ED9,IE	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,PC_GDP,ED9,IS	0.39 	0.38 	0.36 	0.35 	0.37 	: 	: 	: 	: 
A,PC_GDP,ED9,IT	0.00 	: z	: z	: z	: z	: 	: 	: 	: 
A,PC_GDP,ED9,LT	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,PC_GDP,ED9,LU	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,PC_GDP,ED9,LV	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,PC_GDP,ED9,MT	0.28 	0.28 	0.20 	0.16 	0.23 	: 	: 	: 	: 
A,PC_GDP,ED9,NL	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 
A,PC_GDP,ED9,NO	0.23 	0.23 	0.25 	0.25 	0.24 	: 	: 	: 	: 
A,PC_GDP,ED9,PL	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,PC_GDP,ED9,PT	0.11 	0.08 	0.09 	0.10 	0.08 	: 	: 	: 	: 
A,PC_GDP,ED9,RO	0.35 	0.37 	0.36 	0.37 	0.37 	: 	: 	: 	: 
A,PC_GDP,ED9,RS	: 	0.06 	0.06 	0.07 	: 	: 	: 	: 	: 
A,PC_GDP,ED9,SE	: z	: z	: z	: z	: z	: 	: 	: 	: 
A,PC_GDP,ED9,SI	0.00 	0.01 	0.00 	0.00 	0.00 	: 	: 	: 	: 
A,PC_GDP,ED9,SK	: 	0.08 	0.15 	0.07 	0.02 	: 	: 	: 	: 
A,PC_GDP,ED9,TR	: z	: z	: z	0.00 	0.00 	: 	: 	: 	: 
A,PC_GDP,ED9,UK	0.00 	: z	: z	: z	: z	: 	: 	: 	: 
